 spec_symbol , wgt , Genus , species , Taxa 
 DS , 68 , Dipodomys , spectabilis , Rodent 
 DS , 83 , Dipodomys , spectabilis , Rodent 
 DS , 97 , Dipodomys , spectabilis , Rodent 
 DM , 21 , Dipodomys , merriami , Rodent 
 DM , 21 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DO , 18 , Dipodomys , ordii , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DS , 129 , Dipodomys , spectabilis , Rodent 
 DS , 148 , Dipodomys , spectabilis , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 OT , 24 , Onychomys , torridus , Rodent 
 DS , 108 , Dipodomys , spectabilis , Rodent 
 DS , 160 , Dipodomys , spectabilis , Rodent 
 OT , 30 , Onychomys , torridus , Rodent 
 DO , 54 , Dipodomys , ordii , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DS , 125 , Dipodomys , spectabilis , Rodent 
 DS , 100 , Dipodomys , spectabilis , Rodent 
 DM , 21 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DM , 35 , Dipodomys , merriami , Rodent 
 DO , 37 , Dipodomys , ordii , Rodent 
 DS , 64 , Dipodomys , spectabilis , Rodent 
 DS , 131 , Dipodomys , spectabilis , Rodent 
 DS , 54 , Dipodomys , spectabilis , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DS , 90 , Dipodomys , spectabilis , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 PP , 13 , Chaetodipus , penicillatus , Rodent 
 DS , 114 , Dipodomys , spectabilis , Rodent 
 DS , 90 , Dipodomys , spectabilis , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DS , 110 , Dipodomys , spectabilis , Rodent 
 DS , 119 , Dipodomys , spectabilis , Rodent 
 DM , 29 , Dipodomys , merriami , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DS , 124 , Dipodomys , spectabilis , Rodent 
 DS , 84 , Dipodomys , spectabilis , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DS , 120 , Dipodomys , spectabilis , Rodent 
 DO , 55 , Dipodomys , ordii , Rodent 
 OL , 29 , Onychomys , leucogaster , Rodent 
 DM , 26 , Dipodomys , merriami , Rodent 
 DS , 115 , Dipodomys , spectabilis , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DS , 70 , Dipodomys , spectabilis , Rodent 
 DS , 123 , Dipodomys , spectabilis , Rodent 
 DM , 16 , Dipodomys , merriami , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DS , 125 , Dipodomys , spectabilis , Rodent 
 DM , 19 , Dipodomys , merriami , Rodent 
 DO , 55 , Dipodomys , ordii , Rodent 
 DS , 117 , Dipodomys , spectabilis , Rodent 
 DS , 133 , Dipodomys , spectabilis , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 DS , 71 , Dipodomys , spectabilis , Rodent 
 DM , 29 , Dipodomys , merriami , Rodent 
 DS , 99 , Dipodomys , spectabilis , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 NA , 135 , Neotoma , albigula , Rodent 
 DS , 94 , Dipodomys , spectabilis , Rodent 
 DS , 100 , Dipodomys , spectabilis , Rodent 
 DS , 98 , Dipodomys , spectabilis , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DO , 23 , Dipodomys , ordii , Rodent 
 OT , 12 , Onychomys , torridus , Rodent 
 DM , 26 , Dipodomys , merriami , Rodent 
 DS , 124 , Dipodomys , spectabilis , Rodent 
 PP , 15 , Chaetodipus , penicillatus , Rodent 
 DS , 84 , Dipodomys , spectabilis , Rodent 
 DM , 24 , Dipodomys , merriami , Rodent 
 DS , 122 , Dipodomys , spectabilis , Rodent 
 NA , 200 , Neotoma , albigula , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DS , 149 , Dipodomys , spectabilis , Rodent 
 DM , 23 , Dipodomys , merriami , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DS , 136 , Dipodomys , spectabilis , Rodent 
 DS , 102 , Dipodomys , spectabilis , Rodent 
 DS , 122 , Dipodomys , spectabilis , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DS , 71 , Dipodomys , spectabilis , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 SS , 130 , Spermophilus , spilosoma , Rodent-not censused 
 DS , 160 , Dipodomys , spectabilis , Rodent 
 DS , 82 , Dipodomys , spectabilis , Rodent 
 DS , 134 , Dipodomys , spectabilis , Rodent 
 DM , 38 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 OT , 29 , Onychomys , torridus , Rodent 
 DS , 107 , Dipodomys , spectabilis , Rodent 
 DS , 100 , Dipodomys , spectabilis , Rodent 
 DS , 32 , Dipodomys , spectabilis , Rodent 
 DO , 38 , Dipodomys , ordii , Rodent 
 DS , 73 , Dipodomys , spectabilis , Rodent 
 DS , 134 , Dipodomys , spectabilis , Rodent 
 DS , 119 , Dipodomys , spectabilis , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DS , 59 , Dipodomys , spectabilis , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DS , 58 , Dipodomys , spectabilis , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DS , 81 , Dipodomys , spectabilis , Rodent 
 DS , 93 , Dipodomys , spectabilis , Rodent 
 DM , 28 , Dipodomys , merriami , Rodent 
 OL , 44 , Onychomys , leucogaster , Rodent 
 OT , 28 , Onychomys , torridus , Rodent 
 DM , 24 , Dipodomys , merriami , Rodent 
 NA , 232 , Neotoma , albigula , Rodent 
 DS , 127 , Dipodomys , spectabilis , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 35 , Dipodomys , merriami , Rodent 
 DM , 17 , Dipodomys , merriami , Rodent 
 DS , 122 , Dipodomys , spectabilis , Rodent 
 DS , 122 , Dipodomys , spectabilis , Rodent 
 DM , 32 , Dipodomys , merriami , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DS , 95 , Dipodomys , spectabilis , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DO , 51 , Dipodomys , ordii , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DS , 119 , Dipodomys , spectabilis , Rodent 
 DS , 124 , Dipodomys , spectabilis , Rodent 
 DS , 87 , Dipodomys , spectabilis , Rodent 
 DS , 85 , Dipodomys , spectabilis , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 DS , 123 , Dipodomys , spectabilis , Rodent 
 DS , 111 , Dipodomys , spectabilis , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 DM , 27 , Dipodomys , merriami , Rodent 
 DS , 105 , Dipodomys , spectabilis , Rodent 
 DS , 132 , Dipodomys , spectabilis , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DS , 96 , Dipodomys , spectabilis , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DS , 120 , Dipodomys , spectabilis , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DS , 86 , Dipodomys , spectabilis , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DM , 34 , Dipodomys , merriami , Rodent 
 DS , 106 , Dipodomys , spectabilis , Rodent 
 OT , 22 , Onychomys , torridus , Rodent 
 OL , 29 , Onychomys , leucogaster , Rodent 
 DS , 98 , Dipodomys , spectabilis , Rodent 
 DO , 33 , Dipodomys , ordii , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 PP , 12 , Chaetodipus , penicillatus , Rodent 
 DS , 130 , Dipodomys , spectabilis , Rodent 
 PP , 10 , Chaetodipus , penicillatus , Rodent 
 DS , 106 , Dipodomys , spectabilis , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 NA , 113 , Neotoma , albigula , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 NA , 115 , Neotoma , albigula , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 DM , 24 , Dipodomys , merriami , Rodent 
 DS , 120 , Dipodomys , spectabilis , Rodent 
 NA , 190 , Neotoma , albigula , Rodent 
 PP , 10 , Chaetodipus , penicillatus , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DM , 29 , Dipodomys , merriami , Rodent 
 DS , 131 , Dipodomys , spectabilis , Rodent 
 DM , 34 , Dipodomys , merriami , Rodent 
 DS , 101 , Dipodomys , spectabilis , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DS , 133 , Dipodomys , spectabilis , Rodent 
 DS , 63 , Dipodomys , spectabilis , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DS , 81 , Dipodomys , spectabilis , Rodent 
 DS , 71 , Dipodomys , spectabilis , Rodent 
 DS , 65 , Dipodomys , spectabilis , Rodent 
 DS , 80 , Dipodomys , spectabilis , Rodent 
 DS , 130 , Dipodomys , spectabilis , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DS , 118 , Dipodomys , spectabilis , Rodent 
 DS , 91 , Dipodomys , spectabilis , Rodent 
 DS , 120 , Dipodomys , spectabilis , Rodent 
 PE , 19 , Peromyscus , eremicus , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 PE , 14 , Peromyscus , eremicus , Rodent 
 DS , 122 , Dipodomys , spectabilis , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 OT , 19 , Onychomys , torridus , Rodent 
 DS , 95 , Dipodomys , spectabilis , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 OL , 17 , Onychomys , leucogaster , Rodent 
 DS , 123 , Dipodomys , spectabilis , Rodent 
 NA , 189 , Neotoma , albigula , Rodent 
 DM , 17 , Dipodomys , merriami , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DS , 126 , Dipodomys , spectabilis , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PP , 13 , Chaetodipus , penicillatus , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 DS , 115 , Dipodomys , spectabilis , Rodent 
 DO , 38 , Dipodomys , ordii , Rodent 
 DS , 138 , Dipodomys , spectabilis , Rodent 
 NA , 179 , Neotoma , albigula , Rodent 
 PM , 21 , Peromyscus , maniculatus , Rodent 
 DS , 105 , Dipodomys , spectabilis , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 PP , 14 , Chaetodipus , penicillatus , Rodent 
 DM , 32 , Dipodomys , merriami , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 PM , 19 , Peromyscus , maniculatus , Rodent 
 DS , 139 , Dipodomys , spectabilis , Rodent 
 OL , 20 , Onychomys , leucogaster , Rodent 
 DS , 108 , Dipodomys , spectabilis , Rodent 
 OT , 12 , Onychomys , torridus , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 NA , 149 , Neotoma , albigula , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DM , 33 , Dipodomys , merriami , Rodent 
 DS , 165 , Dipodomys , spectabilis , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DS , 112 , Dipodomys , spectabilis , Rodent 
 DM , 35 , Dipodomys , merriami , Rodent 
 DS , 100 , Dipodomys , spectabilis , Rodent 
 DM , 34 , Dipodomys , merriami , Rodent 
 DS , 88 , Dipodomys , spectabilis , Rodent 
 DM , 31 , Dipodomys , merriami , Rodent 
 DS , 123 , Dipodomys , spectabilis , Rodent 
 PF , 6 , Perognathus , flavus , Rodent 
 DS , 137 , Dipodomys , spectabilis , Rodent 
 NA , 199 , Neotoma , albigula , Rodent 
 DS , 96 , Dipodomys , spectabilis , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 NA , 196 , Neotoma , albigula , Rodent 
 DS , 100 , Dipodomys , spectabilis , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DS , 130 , Dipodomys , spectabilis , Rodent 
 DS , 98 , Dipodomys , spectabilis , Rodent 
 DM , 34 , Dipodomys , merriami , Rodent 
 OL , 29 , Onychomys , leucogaster , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DM , 30 , Dipodomys , merriami , Rodent 
 DS , 83 , Dipodomys , spectabilis , Rodent 
 PP , 14 , Chaetodipus , penicillatus , Rodent 
 DS , 88 , Dipodomys , spectabilis , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DS , 136 , Dipodomys , spectabilis , Rodent 
 DS , 82 , Dipodomys , spectabilis , Rodent 
 OL , 33 , Onychomys , leucogaster , Rodent 
 DS , 70 , Dipodomys , spectabilis , Rodent 
 DS , 119 , Dipodomys , spectabilis , Rodent 
 DS , 115 , Dipodomys , spectabilis , Rodent 
 OL , 33 , Onychomys , leucogaster , Rodent 
 NA , 158 , Neotoma , albigula , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DS , 107 , Dipodomys , spectabilis , Rodent 
 DS , 126 , Dipodomys , spectabilis , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 PE , 24 , Peromyscus , eremicus , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 NA , 189 , Neotoma , albigula , Rodent 
 DS , 122 , Dipodomys , spectabilis , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 DM , 31 , Dipodomys , merriami , Rodent 
 DM , 30 , Dipodomys , merriami , Rodent 
 DS , 124 , Dipodomys , spectabilis , Rodent 
 DO , 54 , Dipodomys , ordii , Rodent 
 DS , 133 , Dipodomys , spectabilis , Rodent 
 DS , 122 , Dipodomys , spectabilis , Rodent 
 DS , 110 , Dipodomys , spectabilis , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DM , 52 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 PE , 19 , Peromyscus , eremicus , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 NA , 181 , Neotoma , albigula , Rodent 
 PP , 14 , Chaetodipus , penicillatus , Rodent 
 OT , 24 , Onychomys , torridus , Rodent 
 DS , 128 , Dipodomys , spectabilis , Rodent 
 DS , 136 , Dipodomys , spectabilis , Rodent 
 DS , 100 , Dipodomys , spectabilis , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PP , 13 , Chaetodipus , penicillatus , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 PF , 6 , Perognathus , flavus , Rodent 
 DS , 127 , Dipodomys , spectabilis , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 OL , 24 , Onychomys , leucogaster , Rodent 
 DS , 134 , Dipodomys , spectabilis , Rodent 
 OT , 20 , Onychomys , torridus , Rodent 
 PP , 15 , Chaetodipus , penicillatus , Rodent 
 DS , 125 , Dipodomys , spectabilis , Rodent 
 DS , 100 , Dipodomys , spectabilis , Rodent 
 PE , 13 , Peromyscus , eremicus , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DS , 114 , Dipodomys , spectabilis , Rodent 
 DS , 110 , Dipodomys , spectabilis , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 NA , 141 , Neotoma , albigula , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 OL , 36 , Onychomys , leucogaster , Rodent 
 DS , 107 , Dipodomys , spectabilis , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 OT , 27 , Onychomys , torridus , Rodent 
 PP , 13 , Chaetodipus , penicillatus , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DS , 134 , Dipodomys , spectabilis , Rodent 
 NA , 197 , Neotoma , albigula , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 DS , 86 , Dipodomys , spectabilis , Rodent 
 PP , 15 , Chaetodipus , penicillatus , Rodent 
 PF , 6 , Perognathus , flavus , Rodent 
 DS , 158 , Dipodomys , spectabilis , Rodent 
 DS , 118 , Dipodomys , spectabilis , Rodent 
 DS , 123 , Dipodomys , spectabilis , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DS , 124 , Dipodomys , spectabilis , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DS , 106 , Dipodomys , spectabilis , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DM , 38 , Dipodomys , merriami , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DS , 114 , Dipodomys , spectabilis , Rodent 
 DS , 140 , Dipodomys , spectabilis , Rodent 
 PF , 6 , Perognathus , flavus , Rodent 
 PE , 20 , Peromyscus , eremicus , Rodent 
 DO , 45 , Dipodomys , ordii , Rodent 
 NA , 118 , Neotoma , albigula , Rodent 
 OT , 28 , Onychomys , torridus , Rodent 
 DS , 112 , Dipodomys , spectabilis , Rodent 
 OT , 20 , Onychomys , torridus , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DM , 38 , Dipodomys , merriami , Rodent 
 DS , 77 , Dipodomys , spectabilis , Rodent 
 DS , 126 , Dipodomys , spectabilis , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 PE , 16 , Peromyscus , eremicus , Rodent 
 DS , 138 , Dipodomys , spectabilis , Rodent 
 DS , 125 , Dipodomys , spectabilis , Rodent 
 DS , 106 , Dipodomys , spectabilis , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 38 , Dipodomys , merriami , Rodent 
 PE , 17 , Peromyscus , eremicus , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 DS , 120 , Dipodomys , spectabilis , Rodent 
 DM , 38 , Dipodomys , merriami , Rodent 
 DS , 125 , Dipodomys , spectabilis , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 OT , 18 , Onychomys , torridus , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 OL , 30 , Onychomys , leucogaster , Rodent 
 DS , 118 , Dipodomys , spectabilis , Rodent 
 DS , 108 , Dipodomys , spectabilis , Rodent 
 OL , 30 , Onychomys , leucogaster , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 PP , 15 , Chaetodipus , penicillatus , Rodent 
 DM , 35 , Dipodomys , merriami , Rodent 
 DO , 50 , Dipodomys , ordii , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DS , 112 , Dipodomys , spectabilis , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DS , 129 , Dipodomys , spectabilis , Rodent 
 DS , 131 , Dipodomys , spectabilis , Rodent 
 DO , 45 , Dipodomys , ordii , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DS , 134 , Dipodomys , spectabilis , Rodent 
 DS , 132 , Dipodomys , spectabilis , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DS , 121 , Dipodomys , spectabilis , Rodent 
 DS , 120 , Dipodomys , spectabilis , Rodent 
 DS , 98 , Dipodomys , spectabilis , Rodent 
 DS , 124 , Dipodomys , spectabilis , Rodent 
 DS , 129 , Dipodomys , spectabilis , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DS , 118 , Dipodomys , spectabilis , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 DS , 99 , Dipodomys , spectabilis , Rodent 
 PF , 6 , Perognathus , flavus , Rodent 
 DM , 38 , Dipodomys , merriami , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DM , 35 , Dipodomys , merriami , Rodent 
 PF , 6 , Perognathus , flavus , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 OT , 20 , Onychomys , torridus , Rodent 
 OT , 19 , Onychomys , torridus , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DS , 131 , Dipodomys , spectabilis , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 DS , 113 , Dipodomys , spectabilis , Rodent 
 DS , 112 , Dipodomys , spectabilis , Rodent 
 DS , 121 , Dipodomys , spectabilis , Rodent 
 DS , 149 , Dipodomys , spectabilis , Rodent 
 DS , 110 , Dipodomys , spectabilis , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 DM , 38 , Dipodomys , merriami , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 DS , 115 , Dipodomys , spectabilis , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DS , 135 , Dipodomys , spectabilis , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 DS , 102 , Dipodomys , spectabilis , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 PF , 6 , Perognathus , flavus , Rodent 
 OT , 25 , Onychomys , torridus , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DS , 106 , Dipodomys , spectabilis , Rodent 
 OL , 24 , Onychomys , leucogaster , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DS , 120 , Dipodomys , spectabilis , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 OT , 25 , Onychomys , torridus , Rodent 
 OL , 34 , Onychomys , leucogaster , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 PE , 18 , Peromyscus , eremicus , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 DS , 120 , Dipodomys , spectabilis , Rodent 
 DS , 116 , Dipodomys , spectabilis , Rodent 
 PF , 6 , Perognathus , flavus , Rodent 
 DS , 124 , Dipodomys , spectabilis , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 DS , 133 , Dipodomys , spectabilis , Rodent 
 DS , 125 , Dipodomys , spectabilis , Rodent 
 OT , 23 , Onychomys , torridus , Rodent 
 DM , 38 , Dipodomys , merriami , Rodent 
 DM , 32 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DO , 54 , Dipodomys , ordii , Rodent 
 OL , 33 , Onychomys , leucogaster , Rodent 
 DS , 126 , Dipodomys , spectabilis , Rodent 
 DS , 136 , Dipodomys , spectabilis , Rodent 
 OL , 28 , Onychomys , leucogaster , Rodent 
 DS , 137 , Dipodomys , spectabilis , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DO , 45 , Dipodomys , ordii , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 OT , 21 , Onychomys , torridus , Rodent 
 OT , 22 , Onychomys , torridus , Rodent 
 DS , 130 , Dipodomys , spectabilis , Rodent 
 DS , 101 , Dipodomys , spectabilis , Rodent 
 DO , 45 , Dipodomys , ordii , Rodent 
 DS , 129 , Dipodomys , spectabilis , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 PF , 6 , Perognathus , flavus , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DS , 130 , Dipodomys , spectabilis , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 DS , 108 , Dipodomys , spectabilis , Rodent 
 OL , 28 , Onychomys , leucogaster , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 SH , 89 , Sigmodon , hispidus , Rodent 
 OT , 24 , Onychomys , torridus , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 OT , 21 , Onychomys , torridus , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
